Business ID,Business Type,Date,Season,Weather,Location,Revenue,Profit,Growth Rate,Num Employees,GDP Growth,Inflation,Unemployment,Marketing Spend,Customer Rating,Tech Adoption,Sentiment Score
18700,Electrical Appliances,2022-04-08 17:31:45.760385,Summer,Hot,Nagpur,501898,29836,0.059,12,0.043,0.047,0.055,32892,3.3,High,0.7
26779,Shoe Store,2022-04-08 18:21:40.769506,Summer,Hot,Bhopal,546119,69059,0.046,5,0.018,0.031,0.032,7903,3.9,Medium,0.38
29278,Ice Cream Parlor,2022-04-08 18:42:35.149336,Summer,Hot,Delhi,308744,62612,0.038,21,0.026,0.055,0.041,23996,4.4,Low,0.74
28758,Clothing Store,2022-04-08 19:07:09.072228,Summer,Hot,Kanpur,121771,11080,0.051,8,0.032,0.041,0.073,5380,4.7,Medium,0.93
9421,Tailor Shop,2022-04-08 19:43:43.756074,Summer,Hot,Ghaziabad,138447,13478,0.018,14,0.027,0.054,0.069,6978,3.5,Low,0.36
46376,Bookstore,2022-04-08 20:36:35.838648,Summer,Hot,Pimpri-Chinchwad,300483,35202,0.141,6,0.038,0.034,0.033,21426,3.8,Medium,0.89
3830,Ice Cream Parlor,2022-04-08 20:36:38.889056,Summer,Hot,Thane,602797,36831,0.032,49,0.025,0.057,0.069,39429,3.9,High,0.82
1132,Hair Salon,2022-04-08 20:44:44.415840,Summer,Hot,Bhopal,271862,53418,0.02,44,0.046,0.023,0.049,5182,4.5,Medium,0.76
28699,Street Food Vendor,2022-04-08 20:51:09.063292,Summer,Very Hot,Patna,33159,6164,0.115,7,0.011,0.043,0.068,3559,3.9,High,0.66
7343,Electrical Appliances,2022-04-08 20:52:53.439502,Summer,Very Hot,Kolkata,468558,34545,0.028,3,0.023,0.048,0.056,22083,3.3,Medium,0.68
49684,Flower Shop,2022-04-08 20:57:27.335147,Summer,Mild,Bhopal,67528,8737,0.091,21,0.028,0.059,0.072,3348,4.5,Medium,0.39
14347,Stationery Shop,2022-04-08 21:13:40.750572,Summer,Hot,Bhopal,459471,41612,0.142,17,0.02,0.036,0.062,17390,4.5,High,0.75
23057,Stationery Shop,2022-04-08 21:14:41.855838,Summer,Hot,Vadodara,241953,47544,0.073,27,0.049,0.02,0.06,17343,4.8,High,0.5
1045,Vegetable Vendor,2022-04-08 23:06:38.401735,Summer,Mild,Thane,77140,13707,0.13,29,0.048,0.048,0.068,2698,3.3,High,0.51
32303,Spice Shop,2022-04-08 23:09:58.624467,Summer,Hot,Indore,15881,2073,0.054,47,0.047,0.058,0.036,307,4.9,Low,0.47
38824,Photo Studio,2022-04-09 00:29:22.624109,Summer,Hot,Ahmedabad,206861,24869,0.027,33,0.013,0.05,0.039,9186,3.2,High,0.32
21969,Gym,2022-04-09 00:59:00.569081,Summer,Very Hot,Pimpri-Chinchwad,38405,5916,0.09,47,0.019,0.048,0.064,3947,3.6,Medium,0.94
17877,Bookstore,2022-04-09 01:56:36.568431,Summer,Hot,Thane,251367,36284,0.046,14,0.041,0.038,0.062,27085,3.5,Medium,0.81
36921,Tailor Shop,2022-04-09 02:22:38.335228,Summer,Hot,Pune,142307,22161,0.03,34,0.012,0.049,0.056,9301,3.3,Low,0.97
10725,Pharmacy,2022-04-09 04:29:30.033114,Summer,Hot,Visakhapatnam,142648,14996,0.195,24,0.033,0.052,0.054,6561,3.1,High,0.36
42416,Hair Salon,2022-04-09 04:50:21.218429,Summer,Hot,Vadodara,276979,46706,0.104,11,0.022,0.03,0.051,13707,4.2,Medium,0.49
44940,Jewelry Store,2022-04-09 05:00:04.597463,Summer,Hot,Patna,353602,39992,0.089,28,0.037,0.025,0.047,34972,4.3,High,0.56
5039,Grocery Store,2022-04-09 05:20:27.074059,Summer,Hot,Bangalore,360536,73809,0.057,34,0.026,0.035,0.033,16273,3.6,Low,0.86
19726,Street Food Vendor,2022-04-09 05:52:20.996276,Summer,Very Hot,Thane,48846,7480,0.054,2,0.048,0.042,0.035,1652,3.9,High,0.51
4418,Tailor Shop,2022-04-09 06:16:25.974012,Summer,Hot,Kanpur,498933,59104,0.06,48,0.04,0.04,0.05,9991,3.6,High,0.87
35521,Dry Cleaning Service,2022-04-09 06:19:19.123762,Summer,Hot,Mumbai,359703,42532,0.045,12,0.027,0.032,0.041,30229,4.6,High,0.99
31849,Street Food Vendor,2022-04-09 06:30:07.534893,Summer,Mild,Chennai,179996,25420,0.081,22,0.045,0.042,0.077,6956,4.7,Medium,0.52
3686,Toy Shop,2022-04-09 08:46:46.868651,Summer,Very Hot,Thane,326829,26798,0.07,32,0.011,0.028,0.053,7759,5.0,High,0.88
678,Dry Cleaning Service,2022-04-09 09:31:38.345638,Summer,Very Hot,Kolkata,271439,55783,0.115,36,0.035,0.043,0.043,25935,3.0,High,0.8
8339,Bookstore,2022-04-09 09:45:01.598732,Summer,Hot,Ahmedabad,284338,20396,0.063,35,0.049,0.035,0.067,21178,4.9,High,0.31
42926,Hair Salon,2022-04-09 10:01:37.291900,Summer,Hot,Thane,33072,5881,0.073,44,0.042,0.038,0.061,1052,3.0,Medium,0.43
305,Auto Parts Shop,2022-04-09 10:28:24.286444,Summer,Hot,Visakhapatnam,196102,18066,0.053,33,0.021,0.028,0.042,7683,4.1,Medium,0.71
42612,Toy Shop,2022-04-09 11:20:02.246111,Summer,Hot,Chennai,101840,18925,0.053,26,0.026,0.045,0.045,4197,3.9,Medium,0.98
31683,Tea Stall,2022-04-09 12:00:18.507678,Summer,Hot,Vadodara,144391,25452,0.039,32,0.031,0.047,0.067,4827,3.1,Medium,0.42
20385,Gym,2022-04-09 12:30:23.167243,Summer,Very Hot,Indore,364719,34667,0.009,45,0.026,0.051,0.035,35243,4.7,Medium,0.33
29608,Tech Shop,2022-04-09 12:37:03.200931,Summer,Hot,Hyderabad,47849,8010,0.02,3,0.048,0.036,0.039,515,3.1,Medium,0.95
10596,Cyber Cafe,2022-04-09 13:03:05.992628,Summer,Hot,Pimpri-Chinchwad,317106,62688,0.043,30,0.041,0.035,0.07,24926,4.7,High,0.57
40711,Flower Shop,2022-04-09 13:22:06.961733,Summer,Hot,Nagpur,193796,13042,0.05,20,0.038,0.049,0.069,4193,3.7,Low,0.53
15470,Tea Stall,2022-04-09 14:43:44.020497,Summer,Hot,Indore,213581,12508,0.051,12,0.019,0.057,0.062,14015,3.6,Low,0.49
10965,Jewelry Store,2022-04-09 15:05:52.078241,Summer,Very Hot,Kanpur,300858,45943,0.129,3,0.043,0.056,0.042,23229,4.8,Low,0.34
20422,Optician,2022-04-09 16:02:04.175809,Summer,Very Hot,Mumbai,278695,26264,0.159,7,0.026,0.046,0.042,16809,3.6,Medium,0.38
5037,Bookstore,2022-04-09 16:30:09.073774,Summer,Hot,Pune,316244,30577,0.093,3,0.032,0.033,0.055,31824,3.0,Low,0.32
29452,Tea Stall,2022-04-09 16:54:24.177065,Summer,Hot,Thane,417938,68503,0.069,26,0.018,0.036,0.059,15223,4.9,Low,0.67
15267,Bakery,2022-04-09 18:24:26.970239,Summer,Hot,Ahmedabad,27319,5337,0.04,11,0.018,0.047,0.065,1407,4.3,High,0.41
8880,Shoe Store,2022-04-09 18:30:19.674881,Summer,Hot,Pimpri-Chinchwad,88295,5361,0.119,34,0.038,0.049,0.079,1330,3.7,Medium,0.32
32837,Dry Cleaning Service,2022-04-09 18:32:49.701808,Summer,Hot,Vadodara,509559,88681,0.047,36,0.012,0.043,0.036,29978,3.5,Low,0.47
34984,Tea Stall,2022-04-09 18:44:42.035342,Summer,Hot,Ghaziabad,103647,22555,0.066,16,0.048,0.046,0.052,5546,4.8,Medium,0.58
46599,Pet Shop,2022-04-09 19:04:30.874159,Summer,Hot,Indore,77064,7953,0.005,42,0.018,0.055,0.069,6397,3.7,Low,0.63
46919,Optician,2022-04-09 19:40:13.923626,Summer,Very Hot,Kolkata,479459,54482,0.024,46,0.027,0.046,0.072,38854,4.8,High,0.37
34790,Grocery Store,2022-04-09 20:19:26.007148,Summer,Hot,Pimpri-Chinchwad,379211,50946,0.094,22,0.021,0.027,0.07,35657,4.7,High,0.88
18330,Photo Studio,2022-04-09 20:23:23.681757,Summer,Hot,Thane,179860,25045,0.147,12,0.018,0.038,0.074,17623,3.9,Low,0.56
49907,Jewelry Store,2022-04-09 20:41:44.371092,Summer,Hot,Delhi,477486,57248,0.01,31,0.018,0.041,0.055,29097,3.3,High,0.31
10384,Flower Shop,2022-04-09 21:13:52.928148,Summer,Hot,Bangalore,76582,13093,0.133,25,0.013,0.029,0.07,3095,4.0,Medium,0.53
38981,Bookstore,2022-04-09 21:33:16.646659,Summer,Very Hot,Pune,185274,20158,0.161,7,0.018,0.051,0.051,14095,4.0,Low,0.84
9040,Toy Shop,2022-04-09 21:38:34.700181,Summer,Very Hot,Chennai,277152,39908,0.127,14,0.016,0.039,0.062,27298,4.7,High,0.83
46190,Electrical Appliances,2022-04-09 22:11:46.798619,Summer,Hot,Hyderabad,577327,46875,0.061,25,0.049,0.023,0.052,40861,3.1,Medium,0.48
24785,Flower Shop,2022-04-10 00:02:28.314152,Summer,Very Hot,Patna,434766,28403,0.076,1,0.024,0.039,0.04,17383,4.5,Low,0.59
17733,Jewelry Store,2022-04-10 00:34:00.536510,Summer,Very Hot,Kolkata,462482,75551,0.115,18,0.026,0.041,0.064,23089,3.7,Low,0.55
7803,Clothing Store,2022-04-10 00:42:31.506409,Summer,Hot,Bhopal,469917,51477,0.1,9,0.016,0.056,0.044,22827,4.7,Low,0.36
19071,Mobile Repair Shop,2022-04-10 00:59:28.843130,Summer,Very Hot,Pune,98597,16626,0.145,9,0.032,0.025,0.071,2767,4.4,Low,0.97
1884,Ice Cream Parlor,2022-04-10 01:00:21.542399,Summer,Mild,Thane,293938,24067,0.129,28,0.02,0.039,0.042,19110,4.4,Medium,0.46
22888,Auto Parts Shop,2022-04-10 01:04:03.813187,Summer,Very Hot,Pimpri-Chinchwad,428936,71300,0.023,12,0.016,0.029,0.061,35832,4.3,Medium,0.74
44572,Fruit Vendor,2022-04-10 02:08:30.542371,Summer,Very Hot,Patna,54796,3423,0.151,28,0.025,0.059,0.074,3691,3.3,Low,0.5
2921,Jewelry Store,2022-04-10 02:39:14.749748,Summer,Hot,Vadodara,305535,26897,0.031,36,0.01,0.042,0.074,14304,3.9,Medium,0.65
11607,Photo Studio,2022-04-10 03:50:17.196480,Summer,Very Hot,Visakhapatnam,226291,26667,0.078,42,0.034,0.04,0.069,13546,3.3,Medium,0.75
9335,Auto Parts Shop,2022-04-10 03:56:06.741595,Summer,Very Hot,Kanpur,98906,7080,0.12,45,0.039,0.053,0.069,6498,3.3,Low,0.35
21771,Tailor Shop,2022-04-10 04:06:33.516071,Summer,Very Hot,Indore,276713,20226,0.183,34,0.011,0.039,0.069,16924,4.8,Medium,0.88
28009,Fruit Vendor,2022-04-10 04:30:08.953676,Summer,Very Hot,Pimpri-Chinchwad,129479,23065,0.017,15,0.035,0.028,0.072,2691,4.9,High,0.86
4896,Bakery,2022-04-10 04:30:26.042110,Summer,Hot,Hyderabad,388320,74939,0.115,12,0.031,0.058,0.06,32667,3.7,High,0.35
9115,Toy Shop,2022-04-10 04:44:59.710670,Summer,Hot,Nagpur,28353,4247,0.001,17,0.048,0.048,0.075,1912,5.0,Medium,0.81
42157,Ice Cream Parlor,2022-04-10 06:30:40.181136,Summer,Very Hot,Nagpur,636556,123574,0.13,4,0.047,0.058,0.057,22026,4.0,Medium,0.69
39798,Photo Studio,2022-04-10 06:38:44.764475,Summer,Hot,Mumbai,56515,7226,0.074,7,0.03,0.055,0.075,5445,4.4,Low,0.8
18115,Vegetable Vendor,2022-04-10 07:11:38.631102,Summer,Hot,Bangalore,330218,39454,0.181,26,0.033,0.039,0.043,3728,3.8,Low,0.77
19432,Photo Studio,2022-04-10 07:22:28.925229,Summer,Very Hot,Bangalore,28814,3154,0.075,31,0.039,0.042,0.071,3003,4.9,Low,0.74
9463,Jewelry Store,2022-04-10 07:23:19.763115,Summer,Hot,Kanpur,107529,10309,0.064,14,0.043,0.036,0.069,1305,3.4,Medium,0.6
10750,Vegetable Vendor,2022-04-10 08:08:09.042084,Summer,Hot,Jaipur,335299,47360,0.023,9,0.013,0.052,0.059,21628,3.9,Medium,0.77
12327,Sweet Shop,2022-04-10 08:22:50.301134,Summer,Very Hot,Jaipur,10573,1053,0.0,38,0.025,0.057,0.064,633,3.0,High,0.86
24405,Photo Studio,2022-04-10 08:31:24.217396,Summer,Hot,Visakhapatnam,348507,25154,0.137,15,0.046,0.054,0.067,16001,3.9,Low,0.66
36449,Cyber Cafe,2022-04-10 08:41:09.264082,Summer,Very Hot,Lucknow,56529,7671,0.065,22,0.022,0.046,0.065,3710,4.0,Low,0.85
2694,Electrical Appliances,2022-04-10 09:35:09.716798,Summer,Hot,Thane,366306,70765,0.066,37,0.048,0.022,0.039,37010,3.1,High,0.72
27832,Tailor Shop,2022-04-10 09:44:10.926637,Summer,Hot,Ahmedabad,458754,25431,0.024,46,0.016,0.02,0.041,6122,4.2,Medium,0.52
677,Tech Shop,2022-04-10 10:19:09.345498,Summer,Hot,Visakhapatnam,371668,65381,0.053,18,0.012,0.043,0.041,8148,4.3,Medium,0.91
22892,Mobile Repair Shop,2022-04-10 10:44:59.814146,Summer,Hot,Jaipur,168592,24100,0.064,21,0.049,0.029,0.038,13906,3.4,Low,0.73
27737,Auto Parts Shop,2022-04-10 11:04:45.912408,Summer,Hot,Ghaziabad,54191,4324,0.041,13,0.016,0.049,0.039,5598,5.0,Medium,0.88
10238,Electrical Appliances,2022-04-10 11:25:00.882683,Summer,Hot,Mumbai,126877,16681,0.04,46,0.047,0.023,0.047,10214,4.5,Low,0.8
46468,Pharmacy,2022-04-10 11:51:40.855305,Summer,Mild,Lucknow,98078,15168,0.055,31,0.043,0.044,0.064,2542,5.0,Low,0.57
13572,Stationery Shop,2022-04-10 11:52:36.557152,Summer,Mild,Chennai,387575,35468,0.019,14,0.022,0.058,0.048,28164,3.3,High,0.33
20254,Ice Cream Parlor,2022-04-10 12:18:58.132530,Summer,Mild,Ghaziabad,109151,8143,0.101,20,0.047,0.022,0.074,9138,3.3,Medium,0.42
27706,Grocery Store,2022-04-10 13:43:22.907953,Summer,Hot,Patna,461997,45304,0.034,20,0.03,0.051,0.044,19375,4.0,Medium,0.43
37595,Fruit Vendor,2022-04-10 14:15:14.440704,Summer,Very Hot,Chennai,132289,14719,0.091,14,0.024,0.028,0.065,4411,4.5,Low,0.65
42545,Stationery Shop,2022-04-10 14:16:48.236603,Summer,Hot,Ghaziabad,392927,38510,0.024,15,0.028,0.031,0.065,20789,3.7,Low,0.94
43901,Ice Cream Parlor,2022-04-10 14:48:02.439150,Summer,Hot,Kanpur,667833,77583,0.053,6,0.032,0.056,0.067,61788,4.8,Low,0.37
46179,Street Food Vendor,2022-04-10 15:21:15.797007,Summer,Very Hot,Mumbai,133980,20215,0.011,45,0.034,0.025,0.038,3822,4.0,Medium,0.49
1888,Hair Salon,2022-04-10 17:35:49.543081,Summer,Hot,Chennai,96897,10926,0.084,26,0.025,0.049,0.037,8727,4.8,Low,0.58
1365,Tailor Shop,2022-04-10 18:09:12.448666,Summer,Very Hot,Mumbai,275050,35406,0.042,38,0.029,0.028,0.056,10544,3.6,Low,0.73
9193,Pet Shop,2022-04-10 18:59:21.721681,Summer,Hot,Bhopal,486442,38679,0.112,42,0.017,0.047,0.056,38280,3.9,Low,0.74
25031,Jewelry Store,2022-04-10 19:28:58.353959,Summer,Hot,Patna,197300,17012,0.096,33,0.039,0.026,0.059,16136,4.8,Low,0.61
5238,Bakery,2022-04-10 19:40:13.107953,Summer,Hot,Chennai,176725,10750,0.029,23,0.02,0.035,0.045,11043,3.3,Low,0.65
23783,Street Food Vendor,2022-04-10 20:22:55.042234,Summer,Hot,Bhopal,429118,63245,0.04,7,0.013,0.054,0.072,5962,4.4,Medium,0.78
681,Toy Shop,2022-04-10 20:24:54.346059,Summer,Very Hot,Pune,96738,15164,0.02,21,0.04,0.021,0.042,8437,4.4,High,0.9
7166,Vegetable Vendor,2022-04-10 20:48:25.405399,Summer,Mild,Pune,223767,27011,0.18,12,0.047,0.034,0.06,11876,3.3,High,0.75
9168,Pharmacy,2022-04-10 21:06:35.718109,Summer,Hot,Nagpur,274081,33408,0.148,19,0.02,0.02,0.066,14060,3.3,Medium,0.76
35298,Fruit Vendor,2022-04-10 21:14:52.088358,Summer,Hot,Thane,124836,6562,0.209,33,0.045,0.056,0.054,1712,5.0,Low,0.49
4246,Mobile Repair Shop,2022-04-10 21:53:40.948279,Summer,Hot,Ahmedabad,310446,55220,0.142,13,0.028,0.04,0.051,15662,3.9,Medium,0.68
10825,Spice Shop,2022-04-10 22:26:49.057611,Summer,Very Hot,Visakhapatnam,159761,26808,0.165,46,0.048,0.048,0.034,9816,3.3,Medium,0.49
42396,Mobile Repair Shop,2022-04-10 22:41:20.215629,Summer,Very Hot,Indore,303289,27341,0.145,16,0.044,0.033,0.04,6896,4.9,High,0.96
21477,Cyber Cafe,2022-04-11 00:09:43.431311,Summer,Very Hot,Patna,475647,46295,0.042,22,0.036,0.036,0.063,41644,4.5,Medium,0.73
40693,Tea Stall,2022-04-11 00:18:12.959194,Summer,Hot,Indore,313681,34330,0.171,46,0.03,0.038,0.046,6657,3.8,Low,0.51
16600,Pharmacy,2022-04-11 00:34:27.280418,Summer,Hot,Nagpur,101832,5996,0.002,27,0.036,0.028,0.076,5169,3.1,Medium,0.48
43150,Furniture Store,2022-04-11 02:07:19.323408,Summer,Hot,Patna,192333,38157,0.159,45,0.014,0.02,0.075,2237,4.4,High,0.84
22727,Grocery Store,2022-04-11 02:18:55.773217,Summer,Mild,Ghaziabad,374027,22100,0.12,26,0.036,0.055,0.044,26366,3.2,Medium,0.34
28176,Photo Studio,2022-04-11 02:20:59.978215,Summer,Very Hot,Jaipur,438323,34027,0.011,20,0.048,0.026,0.042,11296,3.4,Low,0.35
8134,Bookstore,2022-04-11 02:23:52.568245,Summer,Mild,Kanpur,404580,49851,0.078,44,0.044,0.052,0.068,15131,4.5,Medium,0.77
22329,Tech Shop,2022-04-11 02:57:17.663595,Summer,Hot,Indore,187763,13595,0.007,5,0.038,0.055,0.063,17038,4.4,High,0.9
18578,Grocery Store,2022-04-11 06:14:08.734424,Summer,Hot,Chennai,205834,18700,0.057,31,0.037,0.023,0.037,16655,3.1,Low,0.85
46080,Grocery Store,2022-04-11 07:44:46.782558,Summer,Hot,Bhopal,126084,15542,0.017,12,0.029,0.056,0.058,10387,3.4,Low,0.64
2431,Sweet Shop,2022-04-11 08:14:15.675179,Summer,Very Hot,Jaipur,263801,31568,0.026,48,0.011,0.028,0.074,4131,3.5,Medium,0.51
3405,Bookstore,2022-04-11 08:44:10.828527,Summer,Very Hot,Patna,152708,30626,0.013,48,0.033,0.022,0.043,9578,4.4,Low,0.42
46126,Hair Salon,2022-04-11 09:52:26.789179,Summer,Hot,Patna,194526,36830,0.03,14,0.044,0.03,0.079,14097,3.1,Medium,0.78
29882,Fruit Vendor,2022-04-11 10:14:13.239641,Summer,Hot,Ghaziabad,62833,6991,0.139,40,0.014,0.052,0.045,6289,5.0,High,1.0
33324,Stationery Shop,2022-04-11 10:22:25.786067,Summer,Hot,Kanpur,133305,16415,0.131,47,0.047,0.052,0.073,2048,4.1,High,0.73
46927,Pet Shop,2022-04-11 10:53:31.924778,Summer,Very Hot,Thane,367503,60717,0.107,14,0.026,0.031,0.031,19889,4.3,Low,0.99
6911,Electrical Appliances,2022-04-11 11:28:28.360349,Summer,Hot,Kolkata,345856,50745,0.095,42,0.042,0.033,0.066,32988,4.7,Low,0.51
48804,Auto Parts Shop,2022-04-11 12:01:23.207814,Summer,Hot,Mumbai,259752,15412,0.199,32,0.036,0.033,0.073,25466,4.1,High,0.73
19562,Bookstore,2022-04-11 12:51:07.956428,Summer,Very Hot,Visakhapatnam,233266,21446,0.002,41,0.036,0.032,0.053,9618,4.5,Medium,0.69
27641,Jewelry Store,2022-04-11 13:42:11.898628,Summer,Hot,Mumbai,186927,18096,0.045,19,0.042,0.04,0.058,18787,4.1,Low,0.35
10716,Pharmacy,2022-04-11 14:10:01.030512,Summer,Hot,Nagpur,22934,4534,0.129,34,0.033,0.024,0.05,1429,4.6,Low,0.3
43025,Tech Shop,2022-04-11 15:16:06.305787,Summer,Hot,Thane,80001,17431,0.131,28,0.046,0.058,0.056,6615,3.8,Low,0.35
10393,Tea Stall,2022-04-11 16:20:37.930780,Summer,Hot,Jaipur,90245,10521,0.089,39,0.044,0.033,0.049,2712,4.9,High,0.89
24683,Clothing Store,2022-04-11 17:33:32.288194,Summer,Very Hot,Ghaziabad,351223,34896,0.088,9,0.025,0.054,0.073,22095,4.4,Medium,0.99
23681,Dry Cleaning Service,2022-04-11 18:01:07.016120,Summer,Very Hot,Kanpur,232046,22089,0.099,40,0.02,0.057,0.045,14076,3.3,Low,0.87
20055,Cyber Cafe,2022-04-11 18:15:42.082879,Summer,Very Hot,Lucknow,290305,38865,0.023,33,0.046,0.034,0.042,25647,3.1,High,0.37
20178,Dry Cleaning Service,2022-04-11 18:17:14.110943,Summer,Mild,Pune,73645,7926,0.171,25,0.016,0.059,0.055,1629,4.7,Low,0.85
18192,Tea Stall,2022-04-11 19:19:24.651537,Summer,Very Hot,Pimpri-Chinchwad,440215,25081,0.045,32,0.033,0.04,0.064,35742,3.2,High,0.37
49643,Gym,2022-04-11 19:23:53.329137,Summer,Hot,Ghaziabad,71874,6290,0.165,36,0.011,0.058,0.056,7278,4.4,Low,0.94
41797,Bakery,2022-04-11 20:27:25.128178,Summer,Hot,Bhopal,30204,3256,0.118,29,0.024,0.03,0.04,2409,4.8,Low,0.58
7497,Hair Salon,2022-04-11 20:46:03.462950,Summer,Hot,Lucknow,255904,47617,0.075,1,0.047,0.024,0.079,7397,4.2,Low,0.99
34886,Spice Shop,2022-04-11 21:01:30.021272,Summer,Hot,Delhi,357541,33830,0.088,34,0.042,0.04,0.066,27940,4.2,High,0.65
39379,Hair Salon,2022-04-11 21:20:47.704832,Summer,Hot,Nagpur,156961,28808,0.06,46,0.035,0.029,0.059,12000,3.6,High,0.88
3124,Hair Salon,2022-04-11 21:43:49.784936,Summer,Hot,Pimpri-Chinchwad,337613,30383,0.005,37,0.024,0.035,0.046,6122,3.1,Medium,0.49
1929,Sweet Shop,2022-04-11 22:02:52.549555,Summer,Hot,Hyderabad,51079,8611,0.151,21,0.014,0.025,0.052,1999,4.6,High,0.86
7530,Bookstore,2022-04-11 22:04:23.467876,Summer,Hot,Patna,190206,33476,0.007,37,0.046,0.043,0.035,19511,3.0,Medium,0.46
41159,Toy Shop,2022-04-11 22:14:30.029209,Summer,Hot,Delhi,377239,62180,0.011,32,0.038,0.041,0.034,17227,4.8,High,0.42
35127,Bakery,2022-04-11 22:27:35.062486,Summer,Very Hot,Kolkata,458766,76710,0.008,28,0.022,0.035,0.051,29388,4.4,High,0.81
991,Sweet Shop,2022-04-11 22:30:19.394148,Summer,Mild,Jaipur,400275,50729,0.01,8,0.031,0.028,0.035,18855,3.7,Low,0.95
23110,Tea Stall,2022-04-11 22:59:45.870262,Summer,Mild,Chennai,399289,50564,0.029,44,0.038,0.031,0.047,25076,4.1,Low,0.7
19905,Pharmacy,2022-04-12 00:43:03.042521,Summer,Very Hot,Ahmedabad,11444,2405,0.008,46,0.042,0.039,0.07,897,4.7,High,0.4
2479,Bakery,2022-04-12 00:47:14.681988,Summer,Very Hot,Pune,358731,47137,0.072,37,0.04,0.029,0.072,20195,3.0,Low,0.34
39341,Auto Parts Shop,2022-04-12 00:53:29.699384,Summer,Very Hot,Thane,350043,33456,0.097,28,0.045,0.05,0.037,32816,4.9,Medium,0.37
18133,Pharmacy,2022-04-12 02:47:22.636176,Summer,Very Hot,Jaipur,336138,16478,0.08,23,0.046,0.039,0.062,4022,4.9,Medium,0.56
41579,Electrical Appliances,2022-04-12 02:55:25.096581,Summer,Hot,Visakhapatnam,287995,21052,0.11,25,0.011,0.054,0.075,4182,4.9,Low,0.93
33910,Clothing Store,2022-04-12 02:58:31.874183,Summer,Very Hot,Lucknow,300702,37955,0.048,10,0.049,0.038,0.062,23184,4.0,High,0.68
32651,Tea Stall,2022-04-12 03:13:09.675489,Summer,Mild,Lucknow,77695,10671,0.119,49,0.049,0.039,0.071,2339,3.3,High,0.78
21400,Shoe Store,2022-04-12 03:23:10.409086,Summer,Hot,Thane,256180,27395,0.084,37,0.046,0.027,0.041,6699,4.7,Medium,0.88
957,Optician,2022-04-12 03:28:12.389454,Summer,Hot,Pimpri-Chinchwad,396488,53084,0.085,19,0.031,0.02,0.03,6796,3.2,Low,0.72
32935,Clothing Store,2022-04-12 05:45:26.716069,Summer,Hot,Mumbai,137184,14998,0.021,49,0.02,0.055,0.063,7960,3.7,Medium,0.78
40268,Tech Shop,2022-04-12 05:51:06.879457,Summer,Very Hot,Pune,459228,73532,0.002,7,0.012,0.045,0.059,45752,3.6,Low,0.53
27224,Grocery Store,2022-04-12 05:59:15.835409,Summer,Very Hot,Ahmedabad,109885,16988,0.14,2,0.018,0.05,0.036,7464,4.9,Low,0.48
26999,Furniture Store,2022-04-12 08:02:14.802834,Summer,Hot,Chennai,415581,78650,0.029,3,0.03,0.024,0.062,26702,4.7,Low,0.88
30994,Street Food Vendor,2022-04-12 08:14:18.402454,Summer,Very Hot,Thane,419788,38612,0.014,45,0.021,0.057,0.061,25323,3.8,Low,0.89
11852,Toy Shop,2022-04-12 08:18:32.231389,Summer,Very Hot,Patna,151016,23006,0.061,25,0.04,0.022,0.033,6335,4.2,Medium,0.99
3938,Cyber Cafe,2022-04-12 08:21:56.904394,Summer,Very Hot,Kanpur,375708,69522,0.139,10,0.016,0.055,0.031,31185,4.9,Low,0.49
3376,Sweet Shop,2022-04-12 08:58:53.824497,Summer,Hot,Bangalore,205753,11953,0.032,6,0.027,0.039,0.064,5253,4.8,Low,0.54
41641,Toy Shop,2022-04-12 09:17:15.105560,Summer,Hot,Nagpur,66260,10234,0.067,12,0.026,0.048,0.047,3088,4.5,Medium,0.73
28815,Pharmacy,2022-04-12 10:17:59.080900,Summer,Hot,Delhi,195175,40228,0.019,9,0.027,0.033,0.055,17098,3.8,High,0.95
39455,Tailor Shop,2022-04-12 10:28:46.715551,Summer,Hot,Kanpur,73993,5984,0.044,8,0.04,0.029,0.062,3661,3.3,Medium,0.82
13436,Tea Stall,2022-04-12 10:29:06.520848,Summer,Hot,Jaipur,384573,68602,0.066,12,0.024,0.03,0.069,18418,4.4,Low,0.38
49286,Jewelry Store,2022-04-12 11:35:43.277131,Summer,Very Hot,Pune,352488,26880,0.144,12,0.039,0.03,0.077,6078,3.8,Medium,0.72
28967,Tea Stall,2022-04-12 12:01:50.103623,Summer,Hot,Ahmedabad,503084,54906,0.115,7,0.047,0.022,0.061,41686,4.1,Medium,0.81
16662,Pet Shop,2022-04-12 12:03:51.294339,Summer,Hot,Visakhapatnam,460039,24687,0.189,27,0.035,0.033,0.075,34406,3.2,Low,0.69
26076,Photo Studio,2022-04-12 13:13:58.629049,Summer,Hot,Thane,108188,12887,0.101,25,0.042,0.036,0.064,5213,3.1,Low,0.3
2015,Tech Shop,2022-04-12 13:35:28.562417,Summer,Mild,Mumbai,465848,90732,0.097,49,0.021,0.058,0.067,5538,3.8,High,0.96
10707,Mobile Repair Shop,2022-04-12 13:39:58.028027,Summer,Hot,Visakhapatnam,101803,13482,0.086,32,0.012,0.048,0.069,9196,4.5,Low,0.79
9088,Auto Parts Shop,2022-04-12 13:50:46.706929,Summer,Very Hot,Indore,94996,13406,0.1,45,0.015,0.025,0.064,3087,4.9,High,0.47
